title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,ratings_per_page,page_group,cluster,nome_cluster
Hard Times,Charles Dickens,3.52,eng,353,41041,1706,2003-10-19,Pearson Longman,116.26345609065156,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.82,eng,360,52005,4136,2006-10-10,Doubleday Books,144.45833333333334,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Last Juror,John Grisham,3.87,eng,278,72294,1755,2006-04-25,Delta,260.0503597122302,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Testament,John Grisham/Jorma-Veikko Sappinen,3.86,eng,535,89014,2361,1999-12-28,Island,166.38130841121495,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Rainmaker,John Grisham,3.94,eng,419,151818,1489,2005-09-27,Delta,362.3341288782816,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Partner,John Grisham,3.92,eng,416,97474,1928,2005-04-26,Delta,234.3125,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Street Lawyer,John Grisham,3.83,eng,384,89947,1813,2005-04-26,Bantam,234.23697916666666,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Summons,John Grisham,3.69,eng,384,58901,1642,2005-09-27,Delta,153.38802083333334,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Brethren,John Grisham,3.73,eng,384,76085,1505,2005-12-27,Delta,198.13802083333334,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The King of Torts,John Grisham,3.68,eng,276,68098,1705,2005-12-27,Delta,246.731884057971,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Skipping Christmas,John Grisham,3.49,eng,198,46334,3399,2004-11-06,Arrow,234.010101010101,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Firm,Robin Waterfield/John Grisham,4.01,eng,76,540910,3378,2000-02-15,Addison Wesley Publishing Company,7117.236842105263,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Client,John Grisham,4.0,eng,483,367399,1978,2010-03-16,Delta,760.6604554865424,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
A Painted House,John Grisham,3.7,eng,384,67857,3375,2004-02-03,Bantam,176.7109375,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller,3.99,eng,0,241,9,2006-10-10,Random House Audio,inf,,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,eng,743,222140,11121,2001-08-07,Bantam,298.9771197846568,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Forever Amber,Kathleen Winsor,3.99,eng,972,14409,849,2002-07-25,Penguin,14.824074074074074,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,3.95,eng,160,834,42,2004-08-01,Scholastic,5.2125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,3.84,eng,96,4787,189,2006-09-07,Puffin Books,49.864583333333336,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,3.87,eng,336,2637,64,2005-07-01,Wizards of the Coast,7.848214285714286,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,4.24,eng,509,76,5,1992-11-12,Time Warner Paperbacks,0.14931237721021612,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer/Douglas Carrel,3.82,eng,221,2221,113,2006-11-14,Candlewick Press,10.049773755656108,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,4.0,eng,341,59,8,2006-10-01,Firelight Press,0.17302052785923755,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Dragon's Eye (Stonefort  #1),James A. Hetley,3.43,eng,368,133,16,2006-10-31,Ace,0.36141304347826086,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Dragon's Eye,Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly,3.51,eng,279,41,7,1994-07-01,Baen Books,0.14695340501792115,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp,4.39,eng,32,1004,130,1990-04-23,William Morrow & Company  Inc.,31.375,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,eng,336,2841,224,1995-04-01,Plume Books,8.455357142857142,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,4.34,ger,1227,256,16,2003-09-01,Bastei Lübbe,0.20863895680521596,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
'Salem's Lot,Stephen King/Jerry N. Uelsmann,4.25,eng,594,84123,571,2005-11-01,Doubleday,141.62121212121212,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
'Salem's Lot,Stephen King/Ron McLarty,4.02,eng,17,227,54,2004-01-19,Simon & Schuster Audio,13.352941176470589,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
'Salem's Lot,Stephen King,4.02,eng,405,1039,130,1975-10-17,Doubleday,2.565432098765432,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Carrie / 'Salem's Lot / The Shining,Stephen King,4.54,eng,1096,13137,61,2002-07-02,Wings,11.986313868613138,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
'Salem's Lot,Stephen King,4.02,eng,427,178,35,1979-11-13,Signet,0.4168618266978923,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
'Salem's Lot,Stephen King,4.02,eng,586,25,6,2010-10-06,Hodder & Stoughton Ltd,0.042662116040955635,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Orientalism,Edward W. Said,4.08,eng,396,873,77,2003-08-28,Penguin Classics,2.2045454545454546,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Interpreter of Maladies,Jhumpa Lahiri,4.15,eng,198,131876,8009,2000-05-22,Houghton Mifflin Harcourt,666.040404040404,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Faiths of the Founding Fathers,David L. Holmes,3.89,eng,225,461,66,2006-03-01,Oxford University Press  USA,2.048888888888889,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,3.83,eng,338,61435,1290,2006-06-13,Ember,181.7603550295858,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,3.81,eng,384,62199,1613,2007-01-09,Delacorte Books,161.9765625,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,4.04,eng,86,111,8,2004-04-27,Random House Books for Young Readers,1.2906976744186047,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Nineteen Eighty-Four,George Orwell/Thomas Pynchon,4.18,eng,339,9910,748,2003-05-06,Plume,29.233038348082594,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Animal Farm / 1984,George Orwell/Christopher Hitchens,4.28,eng,400,146659,1625,2003-06-01,Houghton Mifflin Harcourt,366.6475,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
1984,George Orwell/Erich Fromm,4.18,eng,268,1322,121,1981-07-01,Signet Classics,4.932835820895522,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Nineteen Eighty-Four,George Orwell,4.18,eng,387,215,17,2005-07-01,1st World Library,0.5555555555555556,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,eng,340,129179,1047,2005-07-05,Harper Perennial Modern Classics,379.93823529411765,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,eng,340,421,53,2004-06-01,HarperCollins,1.238235294117647,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Brave New World Revisited,Aldous Huxley,3.95,eng,123,12989,740,2006-09-05,Harper Perennial Modern Classics,105.60162601626017,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Brave New World,Aldous Huxley,3.99,eng,259,13353,1286,2006-10-17,HarperCollins,51.55598455598456,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Andrew Carnegie,David Nasaw,3.99,eng,896,2580,205,2006-10-24,Penguin Press HC  The,2.8794642857142856,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,eng,1313,3347,245,2001-10-16,Everyman's Library,2.549124143183549,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Children of the Alley,Naguib Mahfouz/Peter Theroux,4.1,eng,464,1192,131,1996-10-18,Anchor,2.5689655172413794,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,eng,168,1282,139,2000-04-04,Anchor,7.630952380952381,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Adrift on the Nile,Naguib Mahfouz/Frances Liardet,3.82,eng,167,411,38,1994-01-01,Anchor Books,2.461077844311377,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85,eng,286,4815,446,1991-12-01,Anchor Books,16.835664335664337,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36,eng,416,590,61,1997-09-17,Anchor Books,1.4182692307692308,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,3.63,eng,112,809,93,2000-06-06,Anchor,7.223214285714286,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,eng,113,24181,242,1995-05-01,Puffin Books,213.99115044247787,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,4.29,eng,252,55487,669,1988-04-15,Touchstone Books,220.18650793650792,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,4.06,eng,70,1320,61,1998-10-01,Dramatists Play Service,18.857142857142858,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,3.99,eng,64,152,23,1999-12-08,HarperCollins,2.375,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,3.9,eng,80,10,2,1992-08-15,Cliffs Notes,0.125,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Dear John,Nicholas Sparks,4.03,eng,276,502726,9645,2006-10-30,Warner Books (NY),1821.4710144927535,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
All the King's Men,Robert Penn Warren,4.09,eng,439,47324,1720,1996-09-01,Harcourt Brace,107.79954441913439,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Cliffs notes on Warren's All the King's Men,L. David Allen,3.45,eng,80,3,1,1964-01-13,Cliffs Notes,0.0375,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,4.0,eng,264,3,0,2000-07-04,University of Georgia Press,0.011363636363636364,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,3.98,eng,364,256,13,2003-10-17,Rodale Books,0.7032967032967034,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,4.28,eng,391,106526,3685,1997-04-12,W. W. Norton & Company,272.4450127877238,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.6,eng,3,78,7,1989-01-01,Addison Wesley Publishing Company,26.0,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
What Do You Care What Other People Think?,Richard P. Feynman,4.27,eng,256,15700,556,2001-01-11,W.W. Norton & Company,61.328125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,4.25,eng,512,1874,93,2005-04-05,Basic Books,3.66015625,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
QED: The Strange Theory of Light and Matter,Richard P. Feynman,4.24,eng,158,13463,320,1988-10-21,Princeton University Press,85.20886075949367,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Kiffe Kiffe Demain (French Edition),Faïza Guène,3.4,fre,182,19,1,2005-10-01,French & European Publications,0.1043956043956044,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
iWoz,Steve Wozniak/Gina Smith,3.87,eng,313,3536,375,2006-09-17,W. W. Norton  Company,11.297124600638977,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4.11,eng,193,9017,820,2002-04-22,North Point Press,46.72020725388601,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Cradle and All,James Patterson,3.86,eng,384,27869,869,2001-02-01,Vision,72.57552083333333,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,eng,675,1792,43,1998-04-06,Omohundro Institute and University of North Carolina Press,2.6548148148148147,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,eng,832,1510,216,2007-01-16,W. W. Norton  Company,1.8149038461538463,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,3.97,eng,276,57,2,1976-03-25,Cambridge University Press,0.20652173913043478,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.09,eng,188,114,5,1981-03-12,Cambridge University Press,0.6063829787234043,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Ethics and the Limits of Philosophy,Bernard Williams,4.06,eng,230,556,20,1986-03-15,Harvard University Press,2.417391304347826,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,4.2,eng,232,10,1,1999-07-01,Routledge,0.04310344827586207,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,4.23,eng,1136,286,21,2003-04-17,W. W. Norton  Company,0.2517605633802817,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Elephant War,Gillian Avery,3.67,eng,256,19,3,2000-10-01,Jane Nissen Books,0.07421875,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,eng,197,147748,3490,2005-10-27,Penguin Books,749.989847715736,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,4.14,eng,379,22,4,1994-09-27,Everyman's Library,0.05804749340369393,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Holiday Romance and Other Writings for Children,Charles Dickens,3.32,eng,368,8,3,1995-05-01,Everyman Paperback Classics,0.021739130434782608,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Ideas Have Consequences,Richard M. Weaver,4.16,eng,198,970,105,1984-09-28,University Of Chicago Press,4.898989898989899,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Ethics of Rhetoric,Richard M. Weaver,4.14,eng,240,65,9,1995-11-03,Routledge,0.2708333333333333,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Manliness,Harvey Mansfield,3.39,eng,304,177,31,2006-03-11,Yale University Press,0.5822368421052632,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,eng,838,2415,397,2001-12-01,Penguin Books,2.8818615751789975,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,eng,796,443,55,1992-01-16,Vintage Classics,0.5565326633165829,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,eng,467,27027,466,2000-10-31,Modern Library,57.87366167023555,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,eng,192,62,9,2002-10-01,Orbis Books,0.3229166666666667,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,eng,230,127,24,1995-08-31,Penguin Classics,0.5521739130434783,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,eng,548,10580,118,2005-08-18,Vintage Classics,19.306569343065693,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.16,eng,344,2486,99,2007-01-16,Vintage Classics,7.226744186046512,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,3.94,eng,647,3568,159,2004-12-07,Vintage,5.514683153013911,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
If I Die in a Combat Zone,Tim O'Brien,3.95,eng,208,11,0,2003-04-07,Flamingo,0.052884615384615384,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
If I Die In A Combat Zone,Tim O'Brien,3.95,eng,208,53,4,1995-04-24,Flamingo,0.2548076923076923,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,4.09,eng,912,40815,908,1999-09-01,Berkley Books,44.75328947368421,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,3.8,eng,388,186,22,1993-12-01,Anchor,0.4793814432989691,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,4.12,eng,400,2593,252,1993-11-01,Plume,6.4825,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,4.22,eng,208,86,4,2000-06-01,University of Washington Press,0.41346153846153844,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,eng,424,7072,453,2004-02-03,Delta,16.67924528301887,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,3.93,eng,64,237,45,2005-10-12,Simon  Schuster,3.703125,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,eng,496,2095,188,2005-11-29,Bantam Books,4.223790322580645,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,eng,528,18793,721,2003-08-26,Penguin Books,35.59280303030303,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,eng,448,15441,693,2000-11-07,Harper Perennial Modern Classics,34.466517857142854,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,3.75,eng,432,50,1,1991-08-28,Bradford Book,0.11574074074074074,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Fight Club,Chuck Palahniuk,4.19,eng,218,388782,9654,2005-10-17,W.W. Norton & Company (NYC),1783.4036697247707,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
BSD Hacks,Lavigne,3.8,eng,450,42,5,2004-05-31,O'Reilly Media,0.09333333333333334,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,4.26,eng,471,27,2,1989-06-01,Addison Wesley Publishing Company,0.05732484076433121,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Choke,Stuart Woods,3.84,eng,352,2288,96,1996-09-12,HarperTorch,6.5,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,3.22,eng,272,3,0,2004-10-05,St. Martin's Minotaur,0.011029411764705883,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,4.38,eng,210,20259,460,2004-07-27,Penguin Classics,96.47142857142858,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
El Aleph,Jorge Luis Borges,4.38,spa,253,146,9,2007-09-01,Planeta Publishing,0.5770750988142292,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Vanity Fair,William Makepeace Thackeray/John Carey,3.79,eng,867,102877,2286,2003-01-30,Penguin Books,118.65859284890426,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Vanity Fair,William Makepeace Thackeray/Nicholas Dames,3.79,eng,696,553,97,2003-11-01,Barnes  Noble Classics,0.7945402298850575,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Vanity Fair,William Makepeace Thackeray,3.79,eng,672,296,34,1998-10-03,Penguin Books,0.44047619047619047,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
V for Vendetta,Alan Moore/David   Lloyd,4.25,eng,296,234954,4058,2005-11-01,Vertigo,793.7635135135135,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
V.,Thomas Pynchon/Carlos Martín Ramírez,3.96,fre,640,15174,561,2001-01-02,Contemporary French Fiction,23.709375,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,eng,400,5,1,2006-03-07,Pocket Books,0.0125,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore,4.15,eng,358,2980,118,2006-03-01,Pocket Star Books,8.324022346368714,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Heaven (Casteel  #1),V.C. Andrews,4.03,eng,464,13,0,1997-04-01,Pocket Books,0.028017241379310345,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Slow Learner: Early Stories,Thomas Pynchon,3.5,eng,208,3169,161,1995-02-16,Vintage Classics,15.235576923076923,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,eng,424,152,26,2006-11-01,University of Georgia Press,0.3584905660377358,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Casino Royale,Ian Fleming,3.73,eng,181,371,43,2004-06-03,Penguin Books  Limited (UK),2.0497237569060776,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,3.7,eng,96,110,10,2005-06-01,Titan Books,1.1458333333333333,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Bel Canto,Ann Patchett,3.93,eng,352,218195,13012,2005-08-02,Harper Perennial,619.8721590909091,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,4.2,eng,608,50,1,2003-06-20,Bloomsbury Academic,0.08223684210526316,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Mini-Manual of the Urban Guerrilla,Carlos Marighella,3.31,eng,66,127,13,2002-09-09,Abraham Guillen Press,1.9242424242424243,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,3.13,eng,264,37,7,2006-02-01,Apress,0.14015151515151514,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
A Bend in the River,V.S. Naipaul,3.77,eng,326,13147,690,2002-05-10,Picador USA,40.328220858895705,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Middle Passage,V.S. Naipaul,3.61,eng,256,461,35,2002-01-08,Vintage,1.80078125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Magic Seeds,V.S. Naipaul,3.13,eng,280,715,104,2005-11-08,Vintage,2.5535714285714284,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Half a Life,V.S. Naipaul,3.25,eng,224,3078,301,2009-04-23,Vintage International,13.741071428571429,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
North of South: An African Journey,Shiva Naipaul,3.89,eng,352,279,33,1996-09-26,Penguin Classics,0.7926136363636364,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
V.S. Naipaul,Bruce Alvin King,2.0,eng,240,0,0,2003-10-10,Palgrave Macmillan,0.0,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
